,pathway,gene_id
25566,hsa05110,ENSG00000143761
25567,hsa05110,ENSG00000053918
25568,hsa05110,ENSG00000105929
25569,hsa05110,ENSG00000100554
25570,hsa05110,ENSG00000047249
25571,hsa05110,ENSG00000114573
25572,hsa05110,ENSG00000116039
25573,hsa05110,ENSG00000147416
25574,hsa05110,ENSG00000185883
25575,hsa05110,ENSG00000155097
25576,hsa05110,ENSG00000131100
25577,hsa05110,ENSG00000117410
25578,hsa05110,ENSG00000124181
25579,hsa05110,ENSG00000197943
25580,hsa05110,ENSG00000213760
25581,hsa05110,ENSG00000033627
25582,hsa05110,ENSG00000071553
25583,hsa05110,ENSG00000065665
25584,hsa05110,ENSG00000072062
25585,hsa05110,ENSG00000142875
25586,hsa05110,ENSG00000165059
25587,hsa05110,ENSG00000154229
25588,hsa05110,ENSG00000075624
25589,hsa05110,ENSG00000064651
25590,hsa05110,ENSG00000104067
25591,hsa05110,ENSG00000184009
25592,hsa05110,ENSG00000113732
25593,hsa05110,ENSG00000250565
25594,hsa05110,ENSG00000159720
25595,hsa05110,ENSG00000128524
25596,hsa05110,ENSG00000119139
25597,hsa05110,ENSG00000136888
25598,hsa05110,ENSG00000155660
25599,hsa05120,ENSG00000137845
25600,hsa05120,ENSG00000110719
25601,hsa05120,ENSG00000106100
25602,hsa05120,ENSG00000213341
25603,hsa05120,ENSG00000151418
25604,hsa05120,ENSG00000112062
25605,hsa05120,ENSG00000103653
25606,hsa05120,ENSG00000183067
25607,hsa05120,ENSG00000171130
25608,hsa05120,ENSG00000113070
25609,hsa05120,ENSG00000146648
25610,hsa05120,ENSG00000185344
25611,hsa05120,ENSG00000147614
25612,hsa05120,ENSG00000143882
25613,hsa05120,ENSG00000108262
25614,hsa05120,ENSG00000163739
25615,hsa05120,ENSG00000081041
25616,hsa05120,ENSG00000163734
25617,hsa05120,ENSG00000104365
25618,hsa05120,ENSG00000169429
25619,hsa05120,ENSG00000163464
25620,hsa05120,ENSG00000180871
25621,hsa05120,ENSG00000177606
25622,hsa05120,ENSG00000254087
25623,hsa05120,ENSG00000105976
25624,hsa05120,ENSG00000109320
25625,hsa05120,ENSG00000100906
25626,hsa05120,ENSG00000149269
25627,hsa05120,ENSG00000105929
25628,hsa05120,ENSG00000158769
25629,hsa05120,ENSG00000100554
25630,hsa05120,ENSG00000047249
25631,hsa05120,ENSG00000114573
25632,hsa05120,ENSG00000116039
25633,hsa05120,ENSG00000147416
25634,hsa05120,ENSG00000185883
25635,hsa05120,ENSG00000155097
25636,hsa05120,ENSG00000131100
25637,hsa05120,ENSG00000117410
25638,hsa05120,ENSG00000124181
25639,hsa05120,ENSG00000197943
25640,hsa05120,ENSG00000213760
25641,hsa05120,ENSG00000033627
25642,hsa05120,ENSG00000071553
25643,hsa05120,ENSG00000107643
25644,hsa05120,ENSG00000185386
25645,hsa05120,ENSG00000050748
25646,hsa05120,ENSG00000109339
25647,hsa05120,ENSG00000156711
25648,hsa05120,ENSG00000179295
25649,hsa05120,ENSG00000106278
25650,hsa05120,ENSG00000154721
25651,hsa05120,ENSG00000136238
25652,hsa05120,ENSG00000173039
25653,hsa05120,ENSG00000188130
25654,hsa05120,ENSG00000271503
25655,hsa05120,ENSG00000065559
25656,hsa05120,ENSG00000197122
25657,hsa05120,ENSG00000151694
25658,hsa05120,ENSG00000104067
25659,hsa05120,ENSG00000164305
25660,hsa05120,ENSG00000166086
25661,hsa05120,ENSG00000269335
25662,hsa05120,ENSG00000113732
25663,hsa05120,ENSG00000006062
25664,hsa05120,ENSG00000250565
25665,hsa05120,ENSG00000159720
25666,hsa05120,ENSG00000128524
25667,hsa05120,ENSG00000136888
25668,hsa05120,ENSG00000070831
25669,hsa05130,ENSG00000136754
25670,hsa05130,ENSG00000185758
25671,hsa05130,ENSG00000234469
25672,hsa05130,ENSG00000197822
25673,hsa05130,ENSG00000033050
25674,hsa05130,ENSG00000162704
25675,hsa05130,ENSG00000241553
25676,hsa05130,ENSG00000111229
25677,hsa05130,ENSG00000130429
25678,hsa05130,ENSG00000115091
25679,hsa05130,ENSG00000138071
25680,hsa05130,ENSG00000163466
25681,hsa05130,ENSG00000158195
25683,hsa05130,ENSG00000123416
25684,hsa05130,ENSG00000258947
25685,hsa05130,ENSG00000104833
25686,hsa05130,ENSG00000188229
25687,hsa05130,ENSG00000138802
25688,hsa05130,ENSG00000100324
25689,hsa05130,ENSG00000175866
25690,hsa05130,ENSG00000241685
25691,hsa05130,ENSG00000120063
25692,hsa05130,ENSG00000113946
25693,hsa05130,ENSG00000061676
25694,hsa05130,ENSG00000113615
25695,hsa05130,ENSG00000132970
25696,hsa05130,ENSG00000170348
25697,hsa05130,ENSG00000152086
25698,hsa05130,ENSG00000075886
25699,hsa05130,ENSG00000162711
25700,hsa05130,ENSG00000150455
25701,hsa05130,ENSG00000213341
25702,hsa05130,ENSG00000189143
25703,hsa05130,ENSG00000165215
25704,hsa05130,ENSG00000181885
25705,hsa05130,ENSG00000253958
25706,hsa05130,ENSG00000112062
25707,hsa05130,ENSG00000171475
25708,hsa05130,ENSG00000160505
25709,hsa05130,ENSG00000164007
25710,hsa05130,ENSG00000198121
25711,hsa05130,ENSG00000085733
25712,hsa05130,ENSG00000196230
25713,hsa05130,ENSG00000180210
25714,hsa05130,ENSG00000181104
25715,hsa05130,ENSG00000143226
25716,hsa05130,ENSG00000055208
25717,hsa05130,ENSG00000273749
25718,hsa05130,ENSG00000196914
25719,hsa05130,ENSG00000170345
25720,hsa05130,ENSG00000159261
25721,hsa05130,ENSG00000106404
25722,hsa05130,ENSG00000097007
25723,hsa05130,ENSG00000010810
25724,hsa05130,ENSG00000157625
25725,hsa05130,ENSG00000111640
25726,hsa05130,ENSG00000156282
25727,hsa05130,ENSG00000055163
25728,hsa05130,ENSG00000100055
25729,hsa05130,ENSG00000146535
25730,hsa05130,ENSG00000174527
25731,hsa05130,ENSG00000147145
25732,hsa05130,ENSG00000103490
25733,hsa05130,ENSG00000180353
25734,hsa05130,ENSG00000123338
25735,hsa05130,ENSG00000261456
25736,hsa05130,ENSG00000137285
25737,hsa05130,ENSG00000026103
25738,hsa05130,ENSG00000104365
25739,hsa05130,ENSG00000125538
25740,hsa05130,ENSG00000115594
25741,hsa05130,ENSG00000117560
25742,hsa05130,ENSG00000136244
25743,hsa05130,ENSG00000169429
25744,hsa05130,ENSG00000150782
25745,hsa05130,ENSG00000184216
25746,hsa05130,ENSG00000150093
25747,hsa05130,ENSG00000177606
25748,hsa05130,ENSG00000143761
25749,hsa05130,ENSG00000165527
25750,hsa05130,ENSG00000067560
25751,hsa05130,ENSG00000128641
25752,hsa05130,ENSG00000142347
25753,hsa05130,ENSG00000172936
25754,hsa05130,ENSG00000100345
25755,hsa05130,ENSG00000133026
25756,hsa05130,ENSG00000133392
25757,hsa05130,ENSG00000166866
25758,hsa05130,ENSG00000197879
25759,hsa05130,ENSG00000176658
25760,hsa05130,ENSG00000157483
25761,hsa05130,ENSG00000197535
25762,hsa05130,ENSG00000167306
25763,hsa05130,ENSG00000196586
25764,hsa05130,ENSG00000145555
25765,hsa05130,ENSG00000249437
25766,hsa05130,ENSG00000158092
25767,hsa05130,ENSG00000115053
25768,hsa05130,ENSG00000109320
25769,hsa05130,ENSG00000100906
25770,hsa05130,ENSG00000104825
25771,hsa05130,ENSG00000171217
25772,hsa05130,ENSG00000013297
25773,hsa05130,ENSG00000149269
25774,hsa05130,ENSG00000180370
25775,hsa05130,ENSG00000077264
25776,hsa05130,ENSG00000198001
25777,hsa05130,ENSG00000066405
25778,hsa05130,ENSG00000183785
25779,hsa05130,ENSG00000177300
25780,hsa05130,ENSG00000172115
25781,hsa05130,ENSG00000254999
25782,hsa05130,ENSG00000128833
25783,hsa05130,ENSG00000100030
25784,hsa05130,ENSG00000102882
25785,hsa05130,ENSG00000006453
25786,hsa05130,ENSG00000107643
25787,hsa05130,ENSG00000185386
25788,hsa05130,ENSG00000050748
25789,hsa05130,ENSG00000109339
25790,hsa05130,ENSG00000156711
25791,hsa05130,ENSG00000184574
25792,hsa05130,ENSG00000133627
25793,hsa05130,ENSG00000111679
25794,hsa05130,ENSG00000030110
25795,hsa05130,ENSG00000179295
25796,hsa05130,ENSG00000087088
25797,hsa05130,ENSG00000138069
25798,hsa05130,ENSG00000136238
25799,hsa05130,ENSG00000173039
25800,hsa05130,ENSG00000075624
25801,hsa05130,ENSG00000067900
25802,hsa05130,ENSG00000149273
25803,hsa05130,ENSG00000188130
25804,hsa05130,ENSG00000136286
25805,hsa05130,ENSG00000122574
25806,hsa05130,ENSG00000228607
25807,hsa05130,ENSG00000106526
25808,hsa05130,ENSG00000197122
25809,hsa05130,ENSG00000135341
25810,hsa05130,ENSG00000139644
25811,hsa05130,ENSG00000104067
25812,hsa05130,ENSG00000136869
25813,hsa05130,ENSG00000184009
25814,hsa05130,ENSG00000187554
25815,hsa05130,ENSG00000184113
25816,hsa05130,ENSG00000232810
25817,hsa05130,ENSG00000067182
25818,hsa05130,ENSG00000127191
25819,hsa05130,ENSG00000175104
25820,hsa05130,ENSG00000127824
25821,hsa05130,ENSG00000198033
25822,hsa05130,ENSG00000137267
25823,hsa05130,ENSG00000092820
25824,hsa05130,ENSG00000115935
25825,hsa05130,ENSG00000167552
25826,hsa05130,ENSG00000105357
25827,hsa05130,ENSG00000178462
25828,hsa05130,ENSG00000101162
25829,hsa05130,ENSG00000136950
25830,hsa05130,ENSG00000137752
25831,hsa05130,ENSG00000164305
25832,hsa05130,ENSG00000196954
25833,hsa05130,ENSG00000165806
25834,hsa05130,ENSG00000064012
25835,hsa05130,ENSG00000132906
25836,hsa05130,ENSG00000071051
25837,hsa05130,ENSG00000176014
25838,hsa05130,ENSG00000167553
25839,hsa05130,ENSG00000269335
25840,hsa05130,ENSG00000102871
25841,hsa05130,ENSG00000137275
25842,hsa05130,ENSG00000121858
25843,hsa05130,ENSG00000168040
25844,hsa05130,ENSG00000120889
25845,hsa05130,ENSG00000104689
25846,hsa05130,ENSG00000112290
25847,hsa05130,ENSG00000106299
25848,hsa05130,ENSG00000134873
25849,hsa05130,ENSG00000156284
25850,hsa05130,ENSG00000184697
25851,hsa05130,ENSG00000165376
25852,hsa05130,ENSG00000163347
25853,hsa05130,ENSG00000213937
25854,hsa05130,ENSG00000076928
25855,hsa05130,ENSG00000064547
25856,hsa05130,ENSG00000116584
25857,hsa05130,ENSG00000008256
25858,hsa05130,ENSG00000105443
25859,hsa05130,ENSG00000108669
25860,hsa05130,ENSG00000109062
25861,hsa05130,ENSG00000134318
25862,hsa05130,ENSG00000176986
25863,hsa05130,ENSG00000132694
25864,hsa05130,ENSG00000150961
25865,hsa05130,ENSG00000070831
25866,hsa05131,ENSG00000117020
25867,hsa05131,ENSG00000204060
25868,hsa05131,ENSG00000162704
25869,hsa05131,ENSG00000241553
25870,hsa05131,ENSG00000111229
25871,hsa05131,ENSG00000130429
25872,hsa05131,ENSG00000115091
25873,hsa05131,ENSG00000138071
25874,hsa05131,ENSG00000163466
25875,hsa05131,ENSG00000158195
25876,hsa05131,ENSG00000136436
25878,hsa05131,ENSG00000145901
25879,hsa05131,ENSG00000083750
25880,hsa05131,ENSG00000118680
25881,hsa05131,ENSG00000106100
25882,hsa05131,ENSG00000101335
25883,hsa05131,ENSG00000100324
25884,hsa05131,ENSG00000241685
25885,hsa05131,ENSG00000125826
25886,hsa05131,ENSG00000101608
25887,hsa05131,ENSG00000155876
25888,hsa05131,ENSG00000184640
25889,hsa05131,ENSG00000172175
25890,hsa05131,ENSG00000174842
25891,hsa05131,ENSG00000161714
25892,hsa05131,ENSG00000122565
25893,hsa05131,ENSG00000162711
25894,hsa05131,ENSG00000213341
25895,hsa05131,ENSG00000164430
25896,hsa05131,ENSG00000140623
25897,hsa05131,ENSG00000203811
25898,hsa05131,ENSG00000167193
25899,hsa05131,ENSG00000099942
25900,hsa05131,ENSG00000112062
25901,hsa05131,ENSG00000164400
25902,hsa05131,ENSG00000131504
25903,hsa05131,ENSG00000150760
25904,hsa05131,ENSG00000146648
25905,hsa05131,ENSG00000161265
25906,hsa05131,ENSG00000085733
25907,hsa05131,ENSG00000142208
25908,hsa05131,ENSG00000105221
25909,hsa05131,ENSG00000126775
25910,hsa05131,ENSG00000187239
25911,hsa05131,ENSG00000150907
25912,hsa05131,ENSG00000118689
25913,hsa05131,ENSG00000055208
25914,hsa05131,ENSG00000125354
25915,hsa05131,ENSG00000164402
25916,hsa05131,ENSG00000182621
25917,hsa05131,ENSG00000072803
25918,hsa05131,ENSG00000198793
25919,hsa05131,ENSG00000157625
25920,hsa05131,ENSG00000205356
25921,hsa05131,ENSG00000157954
25922,hsa05131,ENSG00000100055
25923,hsa05131,ENSG00000103490
25924,hsa05131,ENSG00000183735
25925,hsa05131,ENSG00000105723
25926,hsa05131,ENSG00000082701
25927,hsa05131,ENSG00000180209
25928,hsa05131,ENSG00000163041
25929,hsa05131,ENSG00000132475
25930,hsa05131,ENSG00000180353
25931,hsa05131,ENSG00000196455
25932,hsa05131,ENSG00000156515
25933,hsa05131,ENSG00000159399
25934,hsa05131,ENSG00000160883
25935,hsa05131,ENSG00000203852
25936,hsa05131,ENSG00000184584
25937,hsa05131,ENSG00000196570
25938,hsa05131,ENSG00000171855
25939,hsa05131,ENSG00000104365
25940,hsa05131,ENSG00000125538
25941,hsa05131,ENSG00000115594
25942,hsa05131,ENSG00000169429
25943,hsa05131,ENSG00000150782
25944,hsa05131,ENSG00000166333
25945,hsa05131,ENSG00000126456
25946,hsa05131,ENSG00000161638
25947,hsa05131,ENSG00000150093
25948,hsa05131,ENSG00000150995
25949,hsa05131,ENSG00000123104
25950,hsa05131,ENSG00000096433
25951,hsa05131,ENSG00000177606
25952,hsa05131,ENSG00000143761
25953,hsa05131,ENSG00000176732
25954,hsa05131,ENSG00000165527
25955,hsa05131,ENSG00000067560
25956,hsa05131,ENSG00000276380
25957,hsa05131,ENSG00000135679
25958,hsa05131,ENSG00000184481
25959,hsa05131,ENSG00000188375
25960,hsa05131,ENSG00000197769
25961,hsa05131,ENSG00000196289
25962,hsa05131,ENSG00000172936
25963,hsa05131,ENSG00000111245
25964,hsa05131,ENSG00000215375
25965,hsa05131,ENSG00000249437
25966,hsa05131,ENSG00000149311
25967,hsa05131,ENSG00000168385
25968,hsa05131,ENSG00000109320
25969,hsa05131,ENSG00000100906
25970,hsa05131,ENSG00000104825
25971,hsa05131,ENSG00000138193
25972,hsa05131,ENSG00000078967
25973,hsa05131,ENSG00000108518
25974,hsa05131,ENSG00000070087
25975,hsa05131,ENSG00000078142
25976,hsa05131,ENSG00000121879
25977,hsa05131,ENSG00000051382
25978,hsa05131,ENSG00000171608
25979,hsa05131,ENSG00000145675
25980,hsa05131,ENSG00000105647
25981,hsa05131,ENSG00000137841
25982,hsa05131,ENSG00000149782
25983,hsa05131,ENSG00000101333
25984,hsa05131,ENSG00000187091
25985,hsa05131,ENSG00000124181
25986,hsa05131,ENSG00000197943
25987,hsa05131,ENSG00000172115
25988,hsa05131,ENSG00000171497
25989,hsa05131,ENSG00000137942
25990,hsa05131,ENSG00000085978
25991,hsa05131,ENSG00000070540
25992,hsa05131,ENSG00000092098
25993,hsa05131,ENSG00000138758
25994,hsa05131,ENSG00000163932
25995,hsa05131,ENSG00000171132
25996,hsa05131,ENSG00000065675
25997,hsa05131,ENSG00000100030
25998,hsa05131,ENSG00000102882
25999,hsa05131,ENSG00000100167
26000,hsa05131,ENSG00000107643
26001,hsa05131,ENSG00000185386
26002,hsa05131,ENSG00000050748
26003,hsa05131,ENSG00000109339
26004,hsa05131,ENSG00000156711
26005,hsa05131,ENSG00000133627
26006,hsa05131,ENSG00000169398
26007,hsa05131,ENSG00000141564
26008,hsa05131,ENSG00000087088
26009,hsa05131,ENSG00000089159
26010,hsa05131,ENSG00000091106
26011,hsa05131,ENSG00000106631
26012,hsa05131,ENSG00000025039
26013,hsa05131,ENSG00000136238
26014,hsa05131,ENSG00000171791
26015,hsa05131,ENSG00000173039
26016,hsa05131,ENSG00000171552
26017,hsa05131,ENSG00000075624
26018,hsa05131,ENSG00000067900
26019,hsa05131,ENSG00000108443
26020,hsa05131,ENSG00000175634
26021,hsa05131,ENSG00000143947
26022,hsa05131,ENSG00000188130
26023,hsa05131,ENSG00000271503
26024,hsa05131,ENSG00000062598
26025,hsa05131,ENSG00000116954
26026,hsa05131,ENSG00000258102
26027,hsa05131,ENSG00000113558
26028,hsa05131,ENSG00000183598
26029,hsa05131,ENSG00000106526
26030,hsa05131,ENSG00000176171
26031,hsa05131,ENSG00000197122
26032,hsa05131,ENSG00000135341
26033,hsa05131,ENSG00000137076
26034,hsa05131,ENSG00000136869
26035,hsa05131,ENSG00000184009
26036,hsa05131,ENSG00000187554
26037,hsa05131,ENSG00000232810
26038,hsa05131,ENSG00000067182
26039,hsa05131,ENSG00000141510
26040,hsa05131,ENSG00000125730
26041,hsa05131,ENSG00000127191
26042,hsa05131,ENSG00000082512
26043,hsa05131,ENSG00000175104
26044,hsa05131,ENSG00000160201
26045,hsa05131,ENSG00000221983
26046,hsa05131,ENSG00000170315
26047,hsa05131,ENSG00000150991
26048,hsa05131,ENSG00000072401
26049,hsa05131,ENSG00000131508
26050,hsa05131,ENSG00000109332
26051,hsa05131,ENSG00000177889
26052,hsa05131,ENSG00000244687
26053,hsa05131,ENSG00000169139
26054,hsa05131,ENSG00000035403
26055,hsa05131,ENSG00000213585
26056,hsa05131,ENSG00000156510
26057,hsa05131,ENSG00000130402
26058,hsa05131,ENSG00000140941
26059,hsa05131,ENSG00000179526
26060,hsa05131,ENSG00000136950
26061,hsa05131,ENSG00000014216
26062,hsa05131,ENSG00000162909
26063,hsa05131,ENSG00000126247
26064,hsa05131,ENSG00000168148
26065,hsa05131,ENSG00000153113
26066,hsa05131,ENSG00000137752
26067,hsa05131,ENSG00000275714
26068,hsa05131,ENSG00000197409
26069,hsa05131,ENSG00000287080
26070,hsa05131,ENSG00000274750
26071,hsa05131,ENSG00000275379
26072,hsa05131,ENSG00000273983
26073,hsa05131,ENSG00000197153
26074,hsa05131,ENSG00000278828
26075,hsa05131,ENSG00000286522
26076,hsa05131,ENSG00000171914
26077,hsa05131,ENSG00000196954
26078,hsa05131,ENSG00000204673
26079,hsa05131,ENSG00000055130
26080,hsa05131,ENSG00000101460
26081,hsa05131,ENSG00000115556
26082,hsa05131,ENSG00000117461
26083,hsa05131,ENSG00000269335
26084,hsa05131,ENSG00000126581
26085,hsa05131,ENSG00000072110
26086,hsa05131,ENSG00000102871
26087,hsa05131,ENSG00000137275
26088,hsa05131,ENSG00000104312
26089,hsa05131,ENSG00000161011
26090,hsa05131,ENSG00000142867
26091,hsa05131,ENSG00000112290
26092,hsa05131,ENSG00000166167
26093,hsa05131,ENSG00000277775
26094,hsa05131,ENSG00000106299
26095,hsa05131,ENSG00000139151
26096,hsa05131,ENSG00000145782
26097,hsa05131,ENSG00000116584
26098,hsa05131,ENSG00000100784
26099,hsa05131,ENSG00000145365
26100,hsa05131,ENSG00000008256
26101,hsa05131,ENSG00000105443
26102,hsa05131,ENSG00000108669
26103,hsa05131,ENSG00000170458
26104,hsa05131,ENSG00000106436
26105,hsa05131,ENSG00000057663
26106,hsa05131,ENSG00000134318
26107,hsa05131,ENSG00000050820
26108,hsa05131,ENSG00000026508
26109,hsa05131,ENSG00000155849
26110,hsa05131,ENSG00000122545
26111,hsa05131,ENSG00000100387
26112,hsa05131,ENSG00000070831
26113,hsa05132,ENSG00000117020
26114,hsa05132,ENSG00000136754
26115,hsa05132,ENSG00000162704
26116,hsa05132,ENSG00000241553
26117,hsa05132,ENSG00000111229
26118,hsa05132,ENSG00000130429
26119,hsa05132,ENSG00000115091
26120,hsa05132,ENSG00000138071
26121,hsa05132,ENSG00000163466
26122,hsa05132,ENSG00000115073
26123,hsa05132,ENSG00000138107
26124,hsa05132,ENSG00000174130
26125,hsa05132,ENSG00000123416
26126,hsa05132,ENSG00000258947
26127,hsa05132,ENSG00000104833
26128,hsa05132,ENSG00000188229
26129,hsa05132,ENSG00000118680
26130,hsa05132,ENSG00000106100
26131,hsa05132,ENSG00000101335
26132,hsa05132,ENSG00000100324
26133,hsa05132,ENSG00000175203
26134,hsa05132,ENSG00000241685
26135,hsa05132,ENSG00000101608
26136,hsa05132,ENSG00000070367
26137,hsa05132,ENSG00000104671
26138,hsa05132,ENSG00000061676
26139,hsa05132,ENSG00000132970
26140,hsa05132,ENSG00000129465
26141,hsa05132,ENSG00000178996
26142,hsa05132,ENSG00000137100
26143,hsa05132,ENSG00000152086
26144,hsa05132,ENSG00000185567
26145,hsa05132,ENSG00000075886
26146,hsa05132,ENSG00000162711
26147,hsa05132,ENSG00000150455
26148,hsa05132,ENSG00000213341
26149,hsa05132,ENSG00000143862
26150,hsa05132,ENSG00000264364
26151,hsa05132,ENSG00000112062
26152,hsa05132,ENSG00000124207
26153,hsa05132,ENSG00000104892
26154,hsa05132,ENSG00000168036
26155,hsa05132,ENSG00000204843
26156,hsa05132,ENSG00000197102
26157,hsa05132,ENSG00000158560
26158,hsa05132,ENSG00000077380
26159,hsa05132,ENSG00000135720
26160,hsa05132,ENSG00000079805
26161,hsa05132,ENSG00000168404
26162,hsa05132,ENSG00000196230
26163,hsa05132,ENSG00000142208
26164,hsa05132,ENSG00000105221
26165,hsa05132,ENSG00000055208
26166,hsa05132,ENSG00000196924
26167,hsa05132,ENSG00000136068
26168,hsa05132,ENSG00000128591
26169,hsa05132,ENSG00000273749
26170,hsa05132,ENSG00000116786
26171,hsa05132,ENSG00000182473
26172,hsa05132,ENSG00000166887
26173,hsa05132,ENSG00000170345
26174,hsa05132,ENSG00000154589
26175,hsa05132,ENSG00000173548
26176,hsa05132,ENSG00000157625
26177,hsa05132,ENSG00000100348
26178,hsa05132,ENSG00000111640
26179,hsa05132,ENSG00000114790
26180,hsa05132,ENSG00000167196
26181,hsa05132,ENSG00000055163
26182,hsa05132,ENSG00000006715
26183,hsa05132,ENSG00000100055
26184,hsa05132,ENSG00000103490
26185,hsa05132,ENSG00000135723
26186,hsa05132,ENSG00000180209
26187,hsa05132,ENSG00000182718
26188,hsa05132,ENSG00000123338
26189,hsa05132,ENSG00000174775
26190,hsa05132,ENSG00000110330
26191,hsa05132,ENSG00000023445
26192,hsa05132,ENSG00000080824
26193,hsa05132,ENSG00000096384
26194,hsa05132,ENSG00000276600
26195,hsa05132,ENSG00000196570
26196,hsa05132,ENSG00000261456
26197,hsa05132,ENSG00000137285
26198,hsa05132,ENSG00000104365
26199,hsa05132,ENSG00000125538
26200,hsa05132,ENSG00000136244
26201,hsa05132,ENSG00000169429
26202,hsa05132,ENSG00000150782
26203,hsa05132,ENSG00000184216
26204,hsa05132,ENSG00000177606
26205,hsa05132,ENSG00000143761
26206,hsa05132,ENSG00000176732
26207,hsa05132,ENSG00000155980
26208,hsa05132,ENSG00000170759
26209,hsa05132,ENSG00000168280
26210,hsa05132,ENSG00000165527
26211,hsa05132,ENSG00000126214
26212,hsa05132,ENSG00000114030
26213,hsa05132,ENSG00000102753
26214,hsa05132,ENSG00000186432
26215,hsa05132,ENSG00000067560
26216,hsa05132,ENSG00000143878
26217,hsa05132,ENSG00000177105
26218,hsa05132,ENSG00000168421
26219,hsa05132,ENSG00000003056
26220,hsa05132,ENSG00000136997
26221,hsa05132,ENSG00000172936
26222,hsa05132,ENSG00000111245
26223,hsa05132,ENSG00000215375
26224,hsa05132,ENSG00000196586
26225,hsa05132,ENSG00000249437
26226,hsa05132,ENSG00000109320
26227,hsa05132,ENSG00000100906
26228,hsa05132,ENSG00000149269
26229,hsa05132,ENSG00000077264
26230,hsa05132,ENSG00000198001
26231,hsa05132,ENSG00000144635
26232,hsa05132,ENSG00000132912
26233,hsa05132,ENSG00000138795
26234,hsa05132,ENSG00000123570
26235,hsa05132,ENSG00000130340
26236,hsa05132,ENSG00000138036
26237,hsa05132,ENSG00000183785
26238,hsa05132,ENSG00000108518
26239,hsa05132,ENSG00000070087
26240,hsa05132,ENSG00000011405
26241,hsa05132,ENSG00000133056
26242,hsa05132,ENSG00000139144
26243,hsa05132,ENSG00000078142
26244,hsa05132,ENSG00000121879
26245,hsa05132,ENSG00000051382
26246,hsa05132,ENSG00000171608
26247,hsa05132,ENSG00000105851
26248,hsa05132,ENSG00000239732
26249,hsa05132,ENSG00000128567
26250,hsa05132,ENSG00000172115
26251,hsa05132,ENSG00000134108
26252,hsa05132,ENSG00000112685
26253,hsa05132,ENSG00000160695
26254,hsa05132,ENSG00000254999
26255,hsa05132,ENSG00000123143
26256,hsa05132,ENSG00000131966
26257,hsa05132,ENSG00000100030
26258,hsa05132,ENSG00000102882
26259,hsa05132,ENSG00000107643
26260,hsa05132,ENSG00000185386
26261,hsa05132,ENSG00000050748
26262,hsa05132,ENSG00000109339
26263,hsa05132,ENSG00000156711
26264,hsa05132,ENSG00000169032
26265,hsa05132,ENSG00000126934
26266,hsa05132,ENSG00000034152
26267,hsa05132,ENSG00000108984
26268,hsa05132,ENSG00000076984
26269,hsa05132,ENSG00000133627
26270,hsa05132,ENSG00000126785
26271,hsa05132,ENSG00000104142
26272,hsa05132,ENSG00000030110
26273,hsa05132,ENSG00000081237
26274,hsa05132,ENSG00000087088
26275,hsa05132,ENSG00000091106
26276,hsa05132,ENSG00000106631
26277,hsa05132,ENSG00000144566
26278,hsa05132,ENSG00000111540
26279,hsa05132,ENSG00000108774
26280,hsa05132,ENSG00000136238
26281,hsa05132,ENSG00000132155
26282,hsa05132,ENSG00000006451
26283,hsa05132,ENSG00000171791
26284,hsa05132,ENSG00000173039
26285,hsa05132,ENSG00000075624
26286,hsa05132,ENSG00000131558
26287,hsa05132,ENSG00000149273
26288,hsa05132,ENSG00000126458
26289,hsa05132,ENSG00000197747
26290,hsa05132,ENSG00000188130
26291,hsa05132,ENSG00000062598
26292,hsa05132,ENSG00000065559
26293,hsa05132,ENSG00000215305
26294,hsa05132,ENSG00000182827
26295,hsa05132,ENSG00000174996
26296,hsa05132,ENSG00000113558
26297,hsa05132,ENSG00000139719
26298,hsa05132,ENSG00000106526
26299,hsa05132,ENSG00000135341
26300,hsa05132,ENSG00000081059
26301,hsa05132,ENSG00000148737
26302,hsa05132,ENSG00000165169
26303,hsa05132,ENSG00000146425
26304,hsa05132,ENSG00000137462
26305,hsa05132,ENSG00000136869
26306,hsa05132,ENSG00000184009
26307,hsa05132,ENSG00000187554
26308,hsa05132,ENSG00000232810
26309,hsa05132,ENSG00000067182
26310,hsa05132,ENSG00000166598
26311,hsa05132,ENSG00000127191
26312,hsa05132,ENSG00000175104
26313,hsa05132,ENSG00000127824
26314,hsa05132,ENSG00000198033
26315,hsa05132,ENSG00000137267
26316,hsa05132,ENSG00000136810
26317,hsa05132,ENSG00000167552
26318,hsa05132,ENSG00000075785
26319,hsa05132,ENSG00000124942
26320,hsa05132,ENSG00000163820
26321,hsa05132,ENSG00000187240
26322,hsa05132,ENSG00000104518
26323,hsa05132,ENSG00000178462
26324,hsa05132,ENSG00000101162
26325,hsa05132,ENSG00000136950
26326,hsa05132,ENSG00000137752
26327,hsa05132,ENSG00000152284
26328,hsa05132,ENSG00000167705
26329,hsa05132,ENSG00000164305
26330,hsa05132,ENSG00000168589
26331,hsa05132,ENSG00000125971
26332,hsa05132,ENSG00000196954
26333,hsa05132,ENSG00000137757
26334,hsa05132,ENSG00000165806
26335,hsa05132,ENSG00000064012
26336,hsa05132,ENSG00000166847
26337,hsa05132,ENSG00000176014
26338,hsa05132,ENSG00000167553
26339,hsa05132,ENSG00000269335
26340,hsa05132,ENSG00000088986
26341,hsa05132,ENSG00000104915
26342,hsa05132,ENSG00000102871
26343,hsa05132,ENSG00000137275
26344,hsa05132,ENSG00000121858
